Orthogroup	Aco	Ath	Atr	CS_A	CS_B	CS_D	CS_Un	Kni	Mpo	Osa	Ptr	Vvi	Zma
OG0032050		AT4G32860.1											
OG0032051		AT4G04953.1											
OG0032052		AT4G04510.1											
OG0032053		AT4G14104.1											
OG0032054		AT4G20420.1											
OG0032055		AT4G05553.1											
OG0032056		AT4G39917.1											
OG0032057		AT4G08640.1											
OG0032058		AT4G08949.1											
OG0032059		AT4G25707.1											
OG0032060		AT4G30300.1											
OG0032061		AT4G40090.1											
OG0032062		AT4G16215.1											
OG0032063		AT4G20690.1											
OG0032064		AT4G37022.1											
OG0032065		AT4G20470.1											
OG0032066		AT4G19560.1											
OG0032067		AT4G14315.1											
OG0032068		AT4G32924.1											
OG0032069		AT4G09649.1											
OG0032070		AT4G03113.1											
OG0032071		AT4G36460.1											
OG0032072		AT4G16008.1											
OG0032073		AT4G09647.1											
OG0032074		AT4G16460.1											
OG0032075		AT4G18422.1											
OG0032076		AT4G23450.2											
OG0032077		AT4G33585.1											
OG0032078		AT4G36268.1											
OG0032079		AT4G05265.1											
OG0032080		AT4G04990.1											
OG0032081		AT4G38781.1											
OG0032082		AT4G22940.1											
OG0032083		AT4G06740.1											
OG0032084		AT1G30814.1											
OG0032085		AT1G23201.1											
OG0032086		AT1G21310.1											
OG0032087		AT1G18630.1											
OG0032088		AT1G65630.1											
OG0032089		AT1G65484.1											
OG0032090		AT1G32670.1											
OG0032091		AT1G04830.2											
OG0032092		AT1G49150.1											
OG0032093		AT1G54410.1											
OG0032094		AT1G04310.1											
OG0032095		AT1G30020.1											
OG0032096		AT1G75310.1											
OG0032097		AT1G62690.1											
OG0032098		AT1G24575.1											
OG0032099		AT1G62301.1											
OG0032100		AT1G09460.1											
OG0032101		AT1G05880.2											
OG0032102		AT1G51402.1											
OG0032103		AT1G69860.1											
OG0032104		AT1G36340.1											
OG0032105		AT1G53625.1											
OG0032106		AT1G74929.1											
OG0032107		AT1G21327.1											
OG0032108		AT1G62978.1											
OG0032109		AT1G18871.1											
OG0032110		AT1G35617.1											
OG0032111		AT1G56270.1											
OG0032112		AT1G76728.1											
OG0032113		AT1G68935.1											
OG0032114		AT1G11520.1											
OG0032115		AT1G50990.1											
OG0032116		AT1G10230.1											
OG0032117		AT1G47970.1											
OG0032118		AT1G07500.1											
OG0032119		AT1G10250.1											
OG0032120		AT1G72720.1											
OG0032121		AT1G07485.1											
OG0032122		AT1G72600.1											
OG0032123		AT1G66880.1											
OG0032124		AT1G33102.1											
OG0032125		AT1G54950.1											
OG0032126		AT1G28375.1											
OG0032127		AT1G54420.1											
OG0032128		AT1G17090.1											
OG0032129		AT1G50954.1											
OG0032130		AT1G61160.1											
OG0032131		AT1G02350.1											
OG0032132		AT1G73510.1											
OG0032133		AT1G27960.1											
OG0032134		AT1G77682.1											
OG0032135		AT1G44740.1											
OG0032136		AT1G68238.1											
OG0032137		AT1G53265.1											
OG0032138		AT1G44120.1											
OG0032139		AT1G04670.1											
OG0032140		AT1G19115.3											
OG0032141		AT1G47280.1											
OG0032142		AT1G29041.1											
OG0032143		AT1G78476.1											
OG0032144		AT1G74458.1											
OG0032145		AT1G43140.1											
OG0032146		AT1G37007.1											
OG0032147		AT1G19396.2											
OG0032148		AT1G51300.1											
OG0032149		AT1G53541.1											
OG0032150		AT1G07340.1											
OG0032151		AT1G69280.1											
OG0032152		AT1G44094.1											
OG0032153		AT1G17510.1											
OG0032154		AT1G36925.1											
OG0032155		AT1G61630.1											
OG0032156		AT1G24145.1											
OG0032157		AT1G05040.1											
OG0032158		AT1G72130.1											
OG0032159		AT1G71866.1											
OG0032160		AT1G32480.1											
OG0032161		AT1G76470.1											
OG0032162		AT1G67865.1											
OG0032163		AT1G30016.1											
OG0032164		AT1G49110.1											
OG0032165		AT1G73602.1											
OG0032166		AT1G12810.2											
OG0032167		AT1G19620.1											
OG0032168		AT1G27610.1											
OG0032169		AT1G31772.1											
OG0032170		AT1G08032.1											
OG0032171		AT1G29870.1											
OG0032172		AT1G23074.1											
OG0032173		AT1G01990.1											
OG0032174		AT1G10890.1											
OG0032175		AT1G47389.1											
OG0032176		AT1G48970.1											
OG0032177		AT1G35375.1											
OG0032178		AT1G32650.1											
OG0032179		AT1G21738.1											
OG0032180		AT1G19086.1											
OG0032181		AT1G64820.1											
OG0032182		AT1G44478.1											
OG0032183		AT1G14048.1											
OG0032184		AT1G74448.1											
OG0032185		AT1G52827.1											
OG0032186		AT1G58450.1											
OG0032187		AT1G28815.1											
OG0032188		AT1G12411.1											
OG0032189		AT1G33860.2											
OG0032190		AT1G62210.1											
OG0032191		AT1G48730.1											
OG0032192		AT1G46336.1											
OG0032193		AT1G62421.1											
OG0032194		AT1G20875.1											
OG0032195		AT1G44940.2											
OG0032196		AT1G27450.3											
OG0032197		AT1G12805.1											
OG0032198		AT1G79370.1											
OG0032199		AT1G59530.1											
OG0032200		AT1G59865.1											
OG0032201		AT1G29465.1											
OG0032202		AT1G63295.1											
OG0032203		AT1G72141.1											
OG0032204		AT1G41820.1											
OG0032205		AT1G49860.1											
OG0032206		AT1G59835.1											
OG0032207		AT1G11110.1											
OG0032208		AT1G16022.1											
OG0032209		AT1G50390.1											
OG0032210		AT1G22885.2											
OG0032211		AT1G76994.1											
OG0032212		AT1G70430.1											
OG0032213		AT1G32975.1											
OG0032214		AT1G11130.1											
OG0032215		AT1G08165.1											
OG0032216		AT1G33640.1											
OG0032217		AT1G35516.1											
OG0032218		AT1G75770.1											
OG0032219		AT1G12451.1											
OG0032220		AT1G61575.1											
OG0032221		AT1G21528.1											
OG0032222		AT1G14755.1											
OG0032223		AT1G67775.1											
OG0032224		AT1G29600.1											
OG0032225		AT1G21470.1											
OG0032226		AT1G66245.1											
OG0032227		AT1G13755.1											
OG0032228		AT1G67870.1											
OG0032229		AT1G09415.1											
OG0032230		AT1G61165.1											
OG0032231		AT1G64360.1											
OG0032232		AT1G30250.1											
OG0032233		AT1G44890.1											
OG0032234		AT1G49260.1											
OG0032235		AT1G22010.1											
OG0032236		AT1G15840.1											
OG0032237		AT1G17560.1											
OG0032238		AT1G54095.1											
OG0032239		AT1G54575.1											
OG0032240		AT1G31960.1											
OG0032241		AT1G22910.3											
OG0032242		AT1G67635.1											
OG0032243		AT1G68945.1											
OG0032244		AT1G43810.1											
OG0032245		AT1G10880.1											
OG0032246		AT1G03830.2											
OG0032247		AT1G01305.1											
OG0032248		AT1G07610.1											
OG0032249		AT1G77390.1											
OG0032250		AT1G28135.1											
OG0032251		AT1G56418.1											
OG0032252		AT1G75360.1											
OG0032253		AT1G21520.1											
OG0032254		AT1G72580.1											
OG0032255		AT1G12960.1											
OG0032256		AT1G04684.1											
OG0032257		AT1G75190.1											
OG0032258		AT1G15885.1											
OG0032259		AT1G44318.1											
OG0032260		AT1G22120.1											
OG0032261		AT1G58235.1											
OG0032262		AT1G74088.2											
OG0032263		AT1G34280.1											
OG0032264		AT1G02540.1											
OG0032265		AT1G62333.1											
OG0032266		AT1G58070.1											
OG0032267		AT1G65845.1											
OG0032268		AT1G62410.1											
OG0032269		AT1G50691.1											
OG0032270		AT1G36922.1											
OG0032271		AT1G11684.1											
OG0032272		AT1G04660.1											
OG0032273		AT1G47940.1											
OG0032274		AT1G64235.1											
OG0032275		AT1G48610.1											
OG0032276		AT1G36732.1											
OG0032277		AT1G66553.1											
OG0032278		AT1G23940.1											
OG0032279		AT1G56555.1											
OG0032280		AT1G13485.1											
OG0032281		AT1G09932.1											
OG0032282		AT1G33709.1											
OG0032283		AT1G47265.1											
OG0032284		AT1G35461.1											
OG0032285		AT1G27710.1											
OG0032286		AT1G14455.1											
OG0032287		AT1G14688.1											
OG0032288		AT1G25310.1											
OG0032289		AT1G53543.1											
OG0032290		AT1G22067.1											
OG0032291		AT1G50290.1											
OG0032292		AT1G70949.1											
OG0032293		AT1G59885.1											
OG0032294		AT1G34419.1											
OG0032295		AT1G61920.1											
OG0032296		AT1G68420.1											
OG0032297		AT1G64107.1											
OG0032298		AT1G47946.1											
OG0032299		AT1G43624.1											
OG0032300		AT1G07600.1											
OG0032301		AT1G52618.1											
OG0032302		AT1G01115.1											
OG0032303		AT1G24390.1											
OG0032304		AT1G58150.1											
OG0032305		AT1G48510.1											
OG0032306		AT1G24520.1											
OG0032307		AT1G09026.1											
OG0032308		AT1G58225.1											
OG0032309		AT1G35255.1											
OG0032310		AT1G53887.1											
OG0032311		AT1G43970.1											
OG0032312		AT1G17235.1											
OG0032313		AT1G32585.1											
OG0032314		AT1G79170.1											
OG0032315		AT1G29355.1											
OG0032316		AT1G02340.1											
OG0032317		AT1G31990.1											
OG0032318		AT1G47660.1											
OG0032319		AT1G32180.1											
OG0032320		AT1G49015.1											
OG0032321		AT1G79970.1											
OG0032322		AT1G22651.1											
OG0032323		AT1G53640.1											
OG0032324		AT1G62863.1											
OG0032325		AT1G53633.1											
OG0032326		AT1G26350.1											
OG0032327		AT1G55600.1											
OG0032328		AT1G28304.1											
OG0032329		AT1G04778.1											
OG0032330		AT1G27695.1											
OG0032331		AT1G06760.1											
OG0032332		AT1G21975.1											
OG0032333		AT1G63240.1											
OG0032334		AT1G02391.1											
OG0032335		AT1G05136.1											
OG0032336		AT1G42680.1											
OG0032337		AT1G12938.1											
OG0032338		AT1G28007.1											
OG0032339		AT1G43320.1											
OG0032340		AT1G72645.1											
OG0032341		AT1G52180.1											
OG0032342		AT1G55207.1											
OG0032343		AT1G35181.1											
OG0032344		AT1G53635.1											
OG0032345		AT1G03445.1											
OG0032346		AT1G76220.1											
OG0032347		AT1G44990.1											
OG0032348		AT1G22767.1											
OG0032349		AT1G71235.1											
OG0032350		AT1G77830.1											
OG0032351		AT1G41875.1											
OG0032352		AT1G78480.1											
OG0032353		AT1G78200.1											
OG0032354		AT1G26771.1											
OG0032355		AT1G27213.1											
OG0032356		AT1G26921.1											
OG0032357		AT1G75870.1											
OG0032358		AT1G36580.1											
OG0032359		AT1G29480.1											
OG0032360		AT1G26916.1											
OG0032361		AT1G64800.1											
OG0032362		AT1G19380.1											
OG0032363		AT1G70400.3											
OG0032364		AT1G52690.1											
OG0032365		AT1G62070.1											
OG0032366		AT1G70470.1											
OG0032367		AT1G57613.1											
OG0032368		AT1G52325.1											
OG0032369		AT1G07690.1											
OG0032370		AT1G28307.1											
OG0032371		AT1G17960.1											
OG0032372		AT1G21281.1											
OG0032373		AT1G04501.1											
OG0032374		AT1G56660.1											
OG0032375		AT1G01810.1											
OG0032376		AT1G18220.1											
OG0032377		AT1G64370.1											
OG0032378		AT1G69970.1											
OG0032379		AT1G02074.1											
OG0032380		AT1G43145.1											
OG0032381		AT1G62240.1											
OG0032382		AT1G51620.2											
OG0032383		AT1G45229.1											
OG0032384		AT1G22290.2											
OG0032385		AT1G30757.1											
OG0032386		AT1G36745.1											
OG0032387		AT1G04171.1											
OG0032388		AT1G31250.1											
OG0032389		AT1G03320.1											
OG0032390		AT1G05085.1											
OG0032391		AT1G02490.1											
OG0032392		AT1G77655.1											
OG0032393		AT1G56085.1											
OG0032394		AT1G49190.2											
OG0032395		AT1G66145.1											
OG0032396		AT1G31750.1											
OG0032397		AT1G52390.1											
OG0032398		AT1G35333.1											
OG0032399		AT1G55220.1											
OG0032400		AT1G53260.1											
OG0032401		AT1G62181.1											
OG0032402		AT1G15920.2											
OG0032403		AT1G17340.1											
OG0032404		AT1G26976.1											
OG0032405		AT1G55675.1											
OG0032406		AT1G48912.1											
OG0032407		AT1G06148.2											
OG0032408		AT1G32460.1											
OG0032409		AT1G30750.1											
OG0032410		AT1G18130.1											
OG0032411		AT1G62480.1											
OG0032412		AT1G67855.1											
OG0032413		AT1G78120.1											
OG0032414		AT1G29380.1											
OG0032415		AT1G51035.1											
OG0032416		AT1G20130.1											
OG0032417		AT1G68845.1											
OG0032418		AT1G58265.1											
OG0032419		AT1G68210.1											
OG0032420		AT1G36942.1											
OG0032421		AT1G07490.1											
OG0032422		AT1G06149.1											
OG0032423		AT1G01073.1											
OG0032424		AT1G64561.1											
OG0032425		AT1G02320.1											
OG0032426		AT1G42190.1											
OG0032427		AT1G02830.1											
OG0032428		AT1G19397.1											
OG0032429		AT1G63105.1											
OG0032430		AT1G80865.1											
OG0032431		AT1G64105.1											
OG0032432		AT1G35900.1											
OG0032433		AT1G15700.1											
OG0032434		AT1G55615.1											
OG0032435		AT1G62935.1											
OG0032436		AT1G62920.1											
OG0032437		AT1G49032.1											
OG0032438		AT1G35242.1											
OG0032439		AT1G56415.1											
OG0032440		AT1G29952.1											
OG0032441		AT1G67220.1											
OG0032442		AT1G36272.1											
OG0032443		AT1G70944.1											
OG0032444		AT1G05330.1											
OG0032445		AT1G59722.1											
OG0032446		AT1G11850.2											
OG0032447		AT1G12423.1											
OG0032448		AT1G58260.1											
OG0032449		AT1G14549.1											
OG0032450		AT1G05990.1											
OG0032451		AT1G65481.1											
OG0032452		AT1G55152.1											
OG0032453		AT1G02690.2											
OG0032454		AT1G10100.1											
OG0032455		AT1G09625.1											
